titre,genre,editeur,date_sortie,prix_eur,gratuit,note_positive_pct,nb_avis,avis_positifs,avis_negatifs,windows,mac,linux
Lost Saga,Action,Team17,2020-08-08,4.99,False,33,193,63,130,True,False,False
Last Knight,Action,THQ Nordic,2015-03-19,4.99,False,86,218,187,31,True,True,False
Cyber Strike,Indie,Bandai Namco,2024-02-25,49.99,False,89,1374,1222,152,True,False,False
Dragon Dawn IV,Indie,Bandai Namco,2010-04-15,69.99,False,81,135,109,26,True,False,False
Neon Legends V Deluxe,Puzzle,THQ Nordic,2017-10-07,29.99,False,87,21,18,3,True,False,False
Iron Souls III,Action,Devolver Digital,2023-10-26,9.99,False,38,502,190,312,True,True,False
Dark Souls,Indie,Electronic Arts,2018-03-05,59.99,False,65,2808,1825,983,True,False,False
Last Strike II,FPS,THQ Nordic,2015-10-02,14.99,False,60,135,81,54,True,False,False
Shadow Wars,Sandbox,505 Games,2018-06-22,4.99,False,79,162,127,35,True,False,False
Wild Legacy III,Action,Devolver Digital,2018-03-21,29.99,False,76,64,48,16,True,True,False
Lost Knight,Casual,Team17,2015-03-09,29.99,False,77,319,245,74,True,False,False
Star Dawn,Platformer,Focus Entertainment,2022-06-09,29.99,False,33,524,172,352,True,False,False
Iron Wars,Action,Ubisoft,2019-07-15,49.99,False,76,121,91,30,True,False,False
Last Legacy IV,FPS,Paradox Interactive,2022-02-27,14.99,False,74,384,284,100,True,False,False
Ancient Strike IV,Adventure,Paradox Interactive,2017-02-10,19.99,False,93,990,920,70,True,False,False
Storm Forge II Complete Edition,Strategy,Capcom,2019-10-13,69.99,False,45,25,11,14,True,True,False
Final World Complete Edition,Indie,Capcom,2022-11-01,59.99,False,82,898,736,162,True,True,False
Final Core Complete Edition,Indie,Valve,2021-08-13,24.99,False,75,1944,1458,486,True,False,True
Final Strike V,Strategy,505 Games,2020-02-25,4.99,False,61,347,211,136,True,False,False
Neon Saga II,Puzzle,Focus Entertainment,2020-11-14,4.99,False,66,225,148,77,True,False,True
Wild Forge V,Platformer,505 Games,2017-12-02,14.99,False,63,1159,730,429,True,True,False
Cyber Strike III,Action,Ubisoft,2021-08-19,39.99,False,52,364,189,175,True,True,False
Brave World II,RPG,Focus Entertainment,2023-10-04,4.99,False,70,512,358,154,True,False,True
Shadow Quest II,RPG,Ubisoft,2021-12-17,39.99,False,81,446,361,85,True,False,False
Iron Forge IV,Sandbox,Bandai Namco,2023-12-22,59.99,False,89,40,35,5,True,True,False
Last Forge IV,Adventure,Sega,2022-11-16,0.0,True,77,548,421,127,True,False,False
Storm Dawn,FPS,Focus Entertainment,2024-02-21,0.0,True,52,476,247,229,True,True,False
Wild Strike,Strategy,Capcom,2019-11-12,59.99,False,55,328,180,148,True,True,False
Last Craft,Action,505 Games,2018-07-05,4.99,False,55,677,372,305,True,False,False
Final Dawn IV GOTY,Sandbox,Valve,2015-11-14,29.99,False,90,1170,1053,117,True,False,False
Shadow Dawn,Adventure,Sega,2020-10-17,19.99,False,92,1191,1095,96,True,False,False
Wild World,RPG,Paradox Interactive,2015-02-03,4.99,False,76,10,7,3,True,True,True
Star Protocol,RPG,Sega,2017-09-03,29.99,False,37,1191,440,751,True,False,True
Last Protocol IV,Strategy,Capcom,2021-02-21,69.99,False,63,218,137,81,True,False,True
Final Dawn II,Sandbox,Paradox Interactive,2023-05-23,14.99,False,73,2914,2127,787,True,False,False
Last Saga Deluxe,Strategy,Team17,2021-03-02,24.99,False,65,21,13,8,True,False,False
Brave World,Strategy,Capcom,2015-01-17,59.99,False,84,417,350,67,True,True,False
Last Legends II,Sandbox,Sega,2022-12-11,14.99,False,78,250,195,55,True,True,True
Crystal World,Puzzle,Capcom,2020-07-06,39.99,False,96,256,245,11,True,False,False
Last Protocol,Platformer,505 Games,2014-03-23,29.99,False,86,315,270,45,True,False,False
Dark Core,FPS,Bandai Namco,2020-04-12,49.99,False,58,31,17,14,True,False,True
Lost Souls V,Indie,Focus Entertainment,2022-03-04,9.99,False,73,150,109,41,True,False,False
Brave Strike,Racing,Square Enix,2015-10-15,39.99,False,76,340,258,82,True,False,False
Dark Knight,FPS,Annapurna,2011-02-28,19.99,False,81,465,376,89,True,False,False
Wild Protocol,Racing,Paradox Interactive,2019-01-24,4.99,False,98,212,207,5,True,False,False
Last Forge V,Casual,Capcom,2019-09-20,59.99,False,84,505,424,81,True,False,False
Final Wars,Strategy,Team17,2022-07-08,4.99,False,78,50,39,11,True,True,False
Star Legacy,Horror,505 Games,2022-10-08,19.99,False,84,242,203,39,True,False,False
Star Protocol V,RPG,Focus Entertainment,2017-06-14,14.99,False,45,2423,1090,1333,True,True,False
Ancient Legacy V,Action,Focus Entertainment,2010-03-26,19.99,False,74,46,34,12,True,False,False
Storm Souls,RPG,Bandai Namco,2022-01-16,39.99,False,61,428,261,167,True,False,False
Dragon Craft,Sandbox,Ubisoft,2018-12-01,59.99,False,79,448,353,95,True,False,False
Crystal World II,Indie,Capcom,2018-06-03,39.99,False,85,2092,1778,314,True,False,False
Final Craft V,RPG,Sega,2023-08-16,4.99,False,46,446,205,241,True,False,False
Iron Wars IV,Action,THQ Nordic,2024-02-06,19.99,False,67,1258,842,416,True,False,False
Wild Quest II,Action,Team17,2024-09-01,14.99,False,82,270,221,49,True,False,False
Dragon Legends IV,Racing,Paradox Interactive,2013-07-18,4.99,False,70,18,12,6,True,False,False
Dark Forge,Action,Capcom,2020-11-14,49.99,False,73,612,446,166,True,False,False
Storm Strike,Horror,Valve,2023-03-02,24.99,False,62,4680,2901,1779,True,False,False
Brave Core,Sports,Paradox Interactive,2018-09-28,14.99,False,92,665,611,54,True,False,False
Neon Souls V,Sports,Ubisoft,2023-10-05,49.99,False,63,366,230,136,True,False,False
Ancient Legends,Puzzle,Bandai Namco,2024-05-17,49.99,False,76,668,507,161,True,True,True
Last Forge,Platformer,Annapurna,2023-11-07,4.99,False,55,2036,1119,917,True,False,False
Cyber Wars GOTY,Sandbox,Annapurna,2023-04-22,0.0,True,43,342,147,195,True,True,False
Storm Forge,Racing,Capcom,2020-10-16,49.99,False,86,1575,1354,221,True,False,False
Lost Saga III,Simulation,Valve,2024-06-17,29.99,False,50,5562,2781,2781,True,False,True
Cyber Saga V,Horror,505 Games,2022-05-12,9.99,False,99,1670,1653,17,True,False,False
Ancient Hunter II,FPS,Ubisoft,2010-04-25,69.99,False,89,1132,1007,125,True,False,False
Shadow Hunter,Simulation,Bandai Namco,2024-03-14,39.99,False,83,352,292,60,True,False,True
Storm Wars II Complete Edition,Indie,Valve,2024-02-24,9.99,False,48,1338,642,696,True,False,False
Crystal Souls V,Platformer,Ubisoft,2021-01-09,69.99,False,59,376,221,155,True,False,False
Final Quest,FPS,Bandai Namco,2015-06-02,59.99,False,56,2498,1398,1100,True,False,False
Lost Legacy,Action,Valve,2022-01-04,4.99,False,86,8916,7667,1249,True,False,False
Final Forge III,Platformer,Square Enix,2018-03-11,59.99,False,74,559,413,146,True,False,False
Wild Quest,Casual,Bandai Namco,2020-04-14,39.99,False,82,122,100,22,True,False,False
Dragon Knight,Casual,Valve,2024-01-12,29.99,False,81,8622,6983,1639,True,False,False
Lost Legends IV Complete Edition,Casual,Team17,2012-05-14,14.99,False,53,14,7,7,True,False,False
Last Legends GOTY,RPG,Sega,2015-12-10,14.99,False,78,390,304,86,True,False,True
Final Protocol IV Deluxe,Simulation,Paradox Interactive,2020-10-03,14.99,False,93,456,424,32,True,True,False
Brave Craft II,FPS,Team17,2020-11-18,14.99,False,85,1063,903,160,True,True,True
Last Souls II,FPS,Bandai Namco,2022-02-15,49.99,False,94,604,567,37,True,False,False
Dragon Craft,Simulation,Annapurna,2017-01-01,24.99,False,54,1629,879,750,True,False,True
Crystal Saga III,Indie,THQ Nordic,2018-02-04,19.99,False,42,168,70,98,True,False,False
Brave Saga II,Strategy,Ubisoft,2024-04-18,39.99,False,58,2098,1216,882,True,False,False
Last Hunter IV,FPS,Bandai Namco,2015-04-26,39.99,False,44,58,25,33,True,False,False
Brave Saga,Horror,Team17,2022-05-22,24.99,False,71,96,68,28,True,False,True
Iron Hunter III,RPG,Team17,2023-12-06,19.99,False,68,4434,3015,1419,True,False,True
Lost Legacy,Sports,Electronic Arts,2016-12-10,49.99,False,85,3288,2794,494,True,True,False
Brave Craft V,Sandbox,Bandai Namco,2022-10-06,49.99,False,72,1404,1010,394,True,False,False
Shadow Legends II,Racing,Electronic Arts,2022-01-23,59.99,False,91,8958,8151,807,True,True,False
Ancient Wars,Sandbox,Indie Dev,2024-08-26,19.38,False,71,1172,832,340,True,False,False
Dragon Saga,Sports,Team17,2016-01-03,0.0,True,56,43,24,19,True,False,False
Last Forge,Casual,Team17,2018-11-06,19.99,False,91,101,91,10,True,False,False
Storm Protocol Complete Edition,Sandbox,Paradox Interactive,2023-06-16,24.99,False,44,2014,886,1128,True,True,False
Lost Protocol,FPS,Electronic Arts,2022-08-01,69.99,False,94,3156,2966,190,True,False,False
Iron Quest,RPG,Valve,2020-10-04,0.0,True,24,1353,324,1029,True,True,False
Lost Souls II,Action,THQ Nordic,2023-03-18,24.99,False,82,810,664,146,True,False,False
Star World,Indie,Valve,2011-08-26,19.99,False,94,522,490,32,True,False,False
Neon Legends III,Racing,Annapurna,2017-08-07,19.99,False,84,90,75,15,True,True,False
Last Dawn IV,Strategy,Capcom,2023-07-24,49.99,False,71,260,184,76,True,False,False
Cyber Core V,Strategy,Valve,2019-07-13,24.99,False,51,612,312,300,True,False,False
Star Knight Remastered,Horror,505 Games,2021-03-25,24.99,False,93,1375,1278,97,True,False,False
Lost Saga,RPG,Annapurna,2022-06-17,9.99,False,81,1508,1221,287,True,False,False
Ancient Hunter,FPS,Ubisoft,2022-05-23,59.99,False,77,2756,2122,634,True,False,False
Brave World III,Sports,Devolver Digital,2016-12-16,14.99,False,88,1271,1118,153,True,False,False
Cyber Wars,Puzzle,Ubisoft,2023-07-17,69.99,False,89,84,74,10,True,False,False
Iron Souls III,Horror,Team17,2021-08-06,9.99,False,67,369,247,122,True,False,False
Final Forge III,Puzzle,Annapurna,2019-05-03,0.0,True,86,548,471,77,True,False,False
Lost Legacy IV,Sports,Team17,2019-04-27,29.99,False,71,1966,1395,571,True,True,True
Dark Wars,Racing,Valve,2013-12-07,9.99,False,91,267,242,25,True,False,False
Last Quest,Racing,Paradox Interactive,2020-09-19,0.0,True,58,1658,961,697,True,False,True
Neon World,Casual,Capcom,2023-11-24,69.99,False,97,1332,1292,40,True,True,False
Last Strike,FPS,Focus Entertainment,2010-03-22,9.99,False,68,958,651,307,True,False,True
Shadow Saga III Deluxe,Horror,Devolver Digital,2021-05-06,24.99,False,76,683,519,164,True,True,False
Crystal Hunter III,Action,Valve,2021-10-08,0.0,True,48,3366,1615,1751,True,True,False
Brave Core V,Casual,Devolver Digital,2019-11-26,4.99,False,66,136,89,47,True,False,False
Crystal Wars V,Action,505 Games,2023-09-07,9.99,False,75,74,55,19,True,False,False
Dragon Legacy,Platformer,Ubisoft,2024-02-10,39.99,False,65,522,339,183,True,False,False
Ancient Legacy III,Horror,Sega,2016-03-21,0.0,True,69,44,30,14,True,True,False
Dark Legacy Remastered,Sandbox,Indie Dev,2021-12-23,7.95,False,90,200,180,20,True,False,True
Lost Legacy III,FPS,Ubisoft,2023-02-14,49.99,False,59,34,20,14,True,False,False
Final Legends II,Action,Square Enix,2013-04-27,49.99,False,69,141,97,44,True,False,True
Storm Hunter,FPS,Valve,2021-12-08,14.99,False,63,1221,769,452,True,False,False
Brave Core,Racing,Annapurna,2022-11-20,29.99,False,88,2348,2066,282,True,False,False
Final World V,Horror,Sega,2024-11-14,4.99,False,100,102,102,0,True,False,False
Wild Legacy IV,Puzzle,Ubisoft,2017-09-06,39.99,False,97,147,142,5,True,False,False
Dark Strike,Action,Annapurna,2011-01-19,4.99,False,63,221,139,82,True,True,False
Lost Dawn V,Sports,Ubisoft,2011-03-10,69.99,False,59,440,259,181,True,False,True
Final World,Racing,Sega,2015-05-02,0.0,True,33,571,188,383,True,True,False
Brave Strike,Adventure,Indie Dev,2020-06-27,3.75,False,39,149,58,91,True,False,False
Crystal Wars,Sports,Square Enix,2022-06-16,59.99,False,53,426,225,201,True,True,False
Lost Strike,Sports,Devolver Digital,2023-10-17,4.99,False,55,204,112,92,True,False,False
Ancient Quest Deluxe,Casual,Square Enix,2024-08-03,39.99,False,43,888,381,507,True,False,True
Dark Souls III,Action,Bandai Namco,2020-11-05,39.99,False,95,774,735,39,True,False,False
Brave Quest III,Sandbox,Devolver Digital,2014-02-20,4.99,False,66,380,250,130,True,False,False
Final Wars V,FPS,Valve,2022-01-05,14.99,False,29,1860,539,1321,True,True,False
Neon Saga,Sandbox,Valve,2017-06-03,19.99,False,82,132,108,24,True,False,False
Lost Dawn II,Casual,505 Games,2018-11-03,9.99,False,75,625,468,157,True,False,False
Star Core IV,Simulation,Focus Entertainment,2020-05-23,19.99,False,84,1626,1365,261,True,False,True
Cyber Knight,Racing,Square Enix,2018-08-27,69.99,False,96,227,217,10,True,True,True
Shadow Forge III GOTY,RPG,Indie Dev,2023-05-18,14.74,False,65,3178,2065,1113,True,False,True
Neon Legends V,RPG,Sega,2022-03-13,24.99,False,37,812,300,512,True,False,False
Final Protocol V,FPS,Ubisoft,2013-12-18,49.99,False,60,751,450,301,True,True,False
Shadow Wars IV,Adventure,Sega,2018-09-20,4.99,False,93,1086,1009,77,True,True,False
Dragon Saga IV,Casual,Devolver Digital,2023-05-13,9.99,False,80,1952,1561,391,True,True,False
Star Hunter,Action,Paradox Interactive,2021-08-02,29.99,False,40,553,221,332,True,True,False
Dark Quest,Action,THQ Nordic,2022-07-26,24.99,False,81,84,68,16,True,False,True
Last Protocol,Adventure,Devolver Digital,2019-07-23,0.0,True,69,242,166,76,True,True,False
Dragon Legacy V,RPG,Ubisoft,2019-07-09,49.99,False,56,879,492,387,True,True,True
Dragon Legacy,Racing,Bandai Namco,2019-11-17,69.99,False,56,387,216,171,True,True,False
Neon Legacy,Action,Bandai Namco,2021-09-22,69.99,False,72,927,667,260,True,True,False
Neon Legends,RPG,Focus Entertainment,2014-03-22,14.99,False,67,502,336,166,True,False,False
Cyber World,Indie,Bandai Namco,2018-07-24,69.99,False,78,32,24,8,True,True,False
Storm Quest II,Platformer,Valve,2021-04-09,24.99,False,62,5313,3294,2019,True,False,False
Storm Legacy V,Adventure,Electronic Arts,2024-12-01,39.99,False,81,666,539,127,True,True,False
Iron Protocol,Horror,Indie Dev,2023-01-25,12.46,False,83,282,234,48,True,False,True
Shadow Protocol,Platformer,505 Games,2022-04-18,9.99,False,75,668,501,167,True,False,False
Final Knight II,Sandbox,505 Games,2022-04-18,0.0,True,78,662,516,146,True,False,True
Storm Saga II,Sandbox,Devolver Digital,2018-10-17,19.99,False,55,533,293,240,True,False,False
Shadow Craft,Action,Focus Entertainment,2015-03-11,29.99,False,91,958,871,87,True,True,False
Star Wars,Racing,Bandai Namco,2020-09-08,69.99,False,97,656,636,20,True,False,True
Dark Wars IV Complete Edition,FPS,Devolver Digital,2013-03-05,9.99,False,73,216,157,59,True,False,False
Iron Quest Remastered,RPG,Indie Dev,2023-07-24,14.15,False,60,256,153,103,True,True,False
Storm Quest,Puzzle,Sega,2023-06-08,14.99,False,67,2236,1498,738,True,False,False
Dragon Hunter Complete Edition,Strategy,Focus Entertainment,2014-04-13,4.99,False,74,460,340,120,True,False,False
Ancient Quest V,FPS,Capcom,2020-11-01,49.99,False,75,333,249,84,True,False,False
Brave Saga IV,Racing,Annapurna,2015-05-24,0.0,True,69,112,77,35,True,False,True
Neon Protocol IV,Racing,Team17,2017-04-26,0.0,True,83,293,243,50,True,False,False
Storm World,Indie,Ubisoft,2020-12-10,49.99,False,96,11,10,1,True,False,False
Iron Core,RPG,Devolver Digital,2019-05-10,9.99,False,68,586,398,188,True,False,False
Dragon Quest II,Strategy,Valve,2017-10-03,14.99,False,60,1185,711,474,True,False,False
Star Legacy II,Puzzle,THQ Nordic,2012-05-04,14.99,False,85,33,28,5,True,False,False
Brave Craft IV,Casual,505 Games,2022-02-15,4.99,False,97,2626,2547,79,True,True,False
Neon Souls III,Adventure,Ubisoft,2023-01-12,59.99,False,92,1708,1571,137,True,False,False
Brave Wars IV,Horror,Team17,2024-10-12,19.99,False,82,1528,1252,276,True,False,False
Brave Dawn IV Deluxe,FPS,Annapurna,2013-12-10,24.99,False,55,281,154,127,True,False,False
Ancient Dawn,Platformer,Indie Dev,2024-12-26,15.31,False,56,678,379,299,True,True,False
Brave Wars,Strategy,Capcom,2012-03-05,59.99,False,46,1714,788,926,True,True,False
Lost Protocol V,Strategy,Devolver Digital,2018-08-20,24.99,False,78,651,507,144,True,True,False
Iron Knight III,Simulation,Bandai Namco,2022-12-15,59.99,False,43,2118,910,1208,True,False,False
Last Dawn,Indie,Sega,2022-04-19,0.0,True,87,960,835,125,True,True,True
Dragon Strike,Racing,Valve,2016-11-21,0.0,True,73,1038,757,281,True,False,False
Brave Forge IV,Indie,Electronic Arts,2011-03-05,49.99,False,74,675,499,176,True,False,False
Brave Saga III,RPG,505 Games,2024-01-21,9.99,False,65,2520,1638,882,True,False,False
Neon Legacy II,Indie,Square Enix,2024-07-16,49.99,False,93,166,154,12,True,True,True
Dragon Protocol Remastered,Platformer,505 Games,2020-07-02,0.0,True,25,1917,479,1438,True,False,False
Iron Dawn,Puzzle,Bandai Namco,2022-02-17,59.99,False,64,1214,776,438,True,False,False
Ancient Forge,Adventure,Sega,2018-01-13,0.0,True,55,945,519,426,True,True,False
Star Craft II,Simulation,Bandai Namco,2012-10-09,49.99,False,81,613,496,117,True,False,True
Wild Saga II,Casual,Devolver Digital,2023-03-09,4.99,False,82,2068,1695,373,True,False,False
Final Dawn,Puzzle,Bandai Namco,2021-02-14,69.99,False,86,650,559,91,True,False,False
Dark Dawn V,Adventure,Ubisoft,2020-12-13,59.99,False,95,610,579,31,True,False,True
Wild Knight,Casual,Ubisoft,2024-10-17,69.99,False,33,1890,623,1267,True,False,False
Final Craft V,Simulation,Devolver Digital,2023-08-27,4.99,False,83,116,96,20,True,True,False
Storm Dawn II,Adventure,Capcom,2016-11-01,69.99,False,62,550,341,209,True,False,True
Wild Core II,Action,505 Games,2013-01-18,29.99,False,82,222,182,40,True,False,True
Dragon Dawn,Racing,Electronic Arts,2016-01-03,49.99,False,67,606,406,200,True,False,False
Lost Forge,Action,Ubisoft,2012-06-27,49.99,False,72,743,534,209,True,False,False
Storm Protocol,FPS,Indie Dev,2023-01-12,11.37,False,92,2788,2564,224,True,True,False
Ancient World GOTY,Horror,Paradox Interactive,2022-12-23,0.0,True,60,150,90,60,True,False,False
Wild Knight III Remastered,Sports,Square Enix,2022-04-23,69.99,False,87,1768,1538,230,True,False,False
Iron Legacy,Strategy,Bandai Namco,2024-12-24,59.99,False,95,212,201,11,True,False,False
Storm Souls IV,Strategy,Indie Dev,2023-01-02,14.29,False,71,1304,925,379,True,True,False
Crystal Core,Indie,Square Enix,2011-08-01,69.99,False,72,461,331,130,True,True,False
Wild Core,Casual,Focus Entertainment,2022-12-12,19.99,False,40,718,287,431,True,True,False
Dragon Legacy IV,Adventure,Paradox Interactive,2024-07-26,14.99,False,92,1966,1808,158,True,False,False
Lost Wars,Platformer,Paradox Interactive,2022-11-13,14.99,False,94,930,874,56,True,True,False
Cyber Saga III Remastered,Sandbox,Team17,2017-03-16,29.99,False,98,126,123,3,True,False,True
Final Quest,Indie,Devolver Digital,2023-06-11,4.99,False,66,128,84,44,True,False,True
Final Core V,Action,Ubisoft,2017-04-11,49.99,False,89,419,372,47,True,True,False
Lost Forge III,Racing,Indie Dev,2018-12-05,4.74,False,71,2063,1464,599,True,True,False
Star Hunter,RPG,505 Games,2020-09-21,9.99,False,93,354,329,25,True,False,False
Crystal Quest,Sandbox,Indie Dev,2013-12-14,4.64,False,73,2088,1524,564,True,False,True
Shadow Knight,Strategy,THQ Nordic,2015-05-17,9.99,False,55,297,163,134,True,False,False
Star Hunter V,Racing,Team17,2024-08-28,9.99,False,65,1622,1054,568,True,True,False
Last World,Puzzle,Annapurna,2022-05-17,29.99,False,95,1612,1531,81,True,False,True
Wild World,Sports,505 Games,2021-03-16,29.99,False,86,628,540,88,True,False,False
Iron Wars V,Puzzle,Annapurna,2020-09-21,0.0,True,90,1117,1005,112,True,False,True
Final Strike,FPS,Sega,2019-12-07,24.99,False,66,919,606,313,True,False,False
Ancient Legacy V,Racing,Focus Entertainment,2022-12-19,4.99,False,88,68,59,9,True,True,False
Wild Strike Complete Edition,Sandbox,Sega,2018-06-25,14.99,False,73,351,256,95,True,False,False
Ancient Strike,Simulation,Team17,2023-04-22,9.99,False,72,542,390,152,True,False,False
Wild Dawn III,Casual,Team17,2020-09-19,14.99,False,87,553,481,72,True,True,False
Crystal Saga,Sports,Capcom,2024-01-20,39.99,False,58,130,75,55,True,True,False
Wild Saga V,Horror,Valve,2018-08-09,24.99,False,37,204,75,129,True,False,False
Wild Legacy,Racing,Electronic Arts,2020-04-19,39.99,False,73,3093,2257,836,True,False,False
Lost Legends,Platformer,Bandai Namco,2018-12-28,49.99,False,85,1083,920,163,True,False,True
Last Knight V,Action,Annapurna,2021-05-18,24.99,False,72,73,52,21,True,True,False
Ancient Forge IV,Horror,Sega,2023-01-24,4.99,False,49,868,425,443,True,True,False
Last Forge V,Indie,Sega,2024-07-23,29.99,False,69,34,23,11,True,False,False
Lost World,Sports,Valve,2019-01-03,29.99,False,88,1446,1272,174,True,False,False
Final Legacy III,Sports,Capcom,2019-11-26,69.99,False,64,764,488,276,True,False,False
Neon World II,RPG,Devolver Digital,2017-05-17,4.99,False,41,70,28,42,True,False,True
Star Saga V GOTY,Strategy,Indie Dev,2022-11-08,13.08,False,69,1962,1353,609,True,True,False
Storm Core,Casual,Capcom,2020-09-21,39.99,False,63,42,26,16,True,False,False
Dark Saga,Indie,Square Enix,2024-11-13,59.99,False,100,1548,1548,0,True,False,True
Storm Forge III,Racing,Electronic Arts,2021-01-22,49.99,False,51,39,19,20,True,False,False
Dragon Legacy,Action,Valve,2022-05-07,9.99,False,94,546,513,33,True,False,False
Dragon Strike III,FPS,Paradox Interactive,2019-04-06,0.0,True,47,355,166,189,True,True,False
Dragon Hunter II,Sandbox,Valve,2021-09-07,0.0,True,69,648,447,201,True,False,False
Shadow Saga III,Puzzle,Square Enix,2023-02-01,49.99,False,99,546,540,6,True,False,False
Ancient Dawn III,Sandbox,Annapurna,2021-09-15,29.99,False,77,451,347,104,True,False,True
Last Protocol,Adventure,Capcom,2023-07-21,39.99,False,89,184,163,21,True,True,False
Final Protocol,Simulation,Electronic Arts,2012-09-09,49.99,False,88,2325,2046,279,True,False,False
Dark Protocol,Sandbox,Sega,2021-03-20,29.99,False,73,948,692,256,True,False,False
Wild Legends,Puzzle,Sega,2021-01-20,19.99,False,73,1958,1429,529,True,True,False
Star Forge,FPS,Electronic Arts,2024-05-27,49.99,False,59,3690,2177,1513,True,False,True
Last Strike,Action,Indie Dev,2021-05-10,14.72,False,40,99,39,60,True,True,False
Last Legacy II,Action,Paradox Interactive,2014-11-07,24.99,False,82,553,453,100,True,False,False
Cyber Strike Remastered,Strategy,Square Enix,2021-02-19,59.99,False,56,456,255,201,True,True,True
Storm Dawn III GOTY,Action,Team17,2020-10-25,19.99,False,65,346,224,122,True,False,False
Neon Core,FPS,Ubisoft,2018-07-20,49.99,False,79,61,48,13,True,False,False
Ancient Quest,Horror,Ubisoft,2017-04-06,69.99,False,74,255,188,67,True,False,False
Wild Quest IV,Indie,Capcom,2013-06-22,49.99,False,62,608,376,232,True,False,False
Ancient Saga,Indie,THQ Nordic,2021-07-23,24.99,False,84,1675,1407,268,True,False,False
Crystal Souls V,Strategy,Indie Dev,2019-07-16,16.67,False,91,400,364,36,True,False,True
Brave Wars,Simulation,Devolver Digital,2016-07-08,14.99,False,99,896,887,9,True,False,False
Final Souls V,Puzzle,Square Enix,2010-10-21,59.99,False,62,458,283,175,True,True,False
Final Knight II,Horror,Electronic Arts,2023-02-08,39.99,False,50,9804,4902,4902,True,False,False
Final Legacy,Simulation,Paradox Interactive,2024-06-09,0.0,True,59,924,545,379,True,True,False
Crystal Saga IV,Casual,Capcom,2024-12-17,39.99,False,52,2896,1505,1391,True,False,False
Cyber Hunter II,Platformer,Electronic Arts,2020-11-07,69.99,False,79,1455,1149,306,True,False,False
Last World,Horror,505 Games,2015-12-15,9.99,False,84,1143,960,183,True,False,True
Crystal Hunter,Strategy,Ubisoft,2021-08-05,59.99,False,48,1255,602,653,True,False,False
Lost Legends,Action,Team17,2017-10-02,9.99,False,54,785,423,362,True,False,False
Lost Legends IV,Horror,Capcom,2024-06-13,59.99,False,90,2618,2356,262,True,False,False
Star Core III Complete Edition,Strategy,Capcom,2018-09-07,69.99,False,61,909,554,355,True,False,False
Shadow Core IV,Horror,Bandai Namco,2022-06-01,59.99,False,100,4232,4232,0,True,False,False
Storm Legacy IV Deluxe,Platformer,Devolver Digital,2017-05-19,19.99,False,83,2044,1696,348,True,False,False
Ancient World II GOTY,FPS,Square Enix,2017-12-28,39.99,False,79,872,688,184,True,False,False
Brave Craft IV,Adventure,Square Enix,2017-07-04,59.99,False,61,314,191,123,True,False,False
Lost Dawn,Simulation,Bandai Namco,2015-03-06,69.99,False,74,433,320,113,True,False,False
Last Souls,Adventure,Devolver Digital,2023-11-27,9.99,False,66,520,343,177,True,False,False
Dragon Knight III,Simulation,Indie Dev,2018-08-27,13.62,False,33,87,28,59,True,False,False
Storm World V,Indie,Sega,2020-07-19,24.99,False,60,1460,876,584,True,False,False
Crystal Souls,Strategy,Capcom,2023-05-19,69.99,False,83,1668,1384,284,True,False,False
Dragon Dawn II,Strategy,Focus Entertainment,2024-09-22,24.99,False,49,1344,658,686,True,True,True
Crystal Craft,Simulation,Square Enix,2018-12-27,59.99,False,71,288,204,84,True,False,False
Wild Quest IV,Sports,Bandai Namco,2022-05-28,69.99,False,74,286,211,75,True,False,False
Lost Wars,Casual,Indie Dev,2019-05-11,17.46,False,68,175,119,56,True,False,False
Iron Quest,Platformer,Sega,2015-12-26,4.99,False,90,434,390,44,True,False,False
Wild Legends,Casual,Team17,2015-10-24,19.99,False,82,597,489,108,True,False,False
Brave Strike,RPG,THQ Nordic,2022-03-17,19.99,False,93,156,145,11,True,False,False
Wild Quest IV,Strategy,THQ Nordic,2019-09-12,29.99,False,78,811,632,179,True,False,False
Crystal Legacy II,Strategy,Annapurna,2023-08-24,0.0,True,73,1096,800,296,True,False,False
Brave Dawn IV,Horror,Team17,2024-02-11,0.0,True,90,494,444,50,True,False,False
Neon Core IV,Adventure,THQ Nordic,2013-11-14,14.99,False,72,1105,795,310,True,False,False
Cyber Souls,Racing,Team17,2024-02-27,24.99,False,68,420,285,135,True,False,False
Star Legacy II,Racing,Valve,2024-02-08,9.99,False,87,9816,8539,1277,True,False,False
Lost Protocol IV,RPG,Indie Dev,2023-08-28,5.11,False,72,1284,924,360,True,True,True
Dragon Souls II Remastered,Strategy,Bandai Namco,2023-09-22,59.99,False,76,498,378,120,True,False,False
Iron Knight II,Puzzle,Sega,2018-06-28,19.99,False,74,64,47,17,True,False,False
Cyber Wars IV,Sandbox,Square Enix,2021-01-21,39.99,False,76,679,516,163,True,False,False
Iron Core Complete Edition,RPG,Paradox Interactive,2016-07-24,4.99,False,69,58,40,18,True,False,False
Lost Wars,Indie,Paradox Interactive,2020-04-23,24.99,False,50,302,151,151,True,False,False
Neon Knight III,RPG,505 Games,2016-01-13,24.99,False,70,685,479,206,True,False,False
Shadow Legacy II,Indie,505 Games,2014-04-10,4.99,False,85,106,90,16,True,True,False
Wild Protocol,Action,Team17,2016-10-28,4.99,False,67,461,308,153,True,False,True
